Field should not contain HTML tags.,O campo não deve conter tags HTML.
You can enter only positive numbers.,Você pode digitar apenas números positivos.
Invalid comma (#) separated values.,vírgula inválido (#) de valores separados.
Spin and Win Free version,Spin and Win Versão gratuita
v1.0.0,v1.0.0
Current Configuration Scope,Atual escopo de configuração
Save Configurations,Salvar configurações
General Settings,Configurações Gerais
Look and Feel Settings,Look and Feel Configurações
Go to Home Page,Vá para a página inicial
Home,Casa
Spin & Win,Spin & Win
Enable the Extension,Ative a Extension
Following features are not avalialble in free version.,Seguintes recursos não são avalialble na versão gratuita.
Click here ,Clique aqui
to buy paid version of this module.,para comprar versão paga deste módulo.
1-General setting tab,1-Geral guia configuração
Show Pull out : Setting to allow store owner to provide the option to pull the wheel back on the screen by the user,Mostrar Puxe: configuração para permitir que o proprietário da loja para fornecer a opção de puxar a roda traseira na tela pelo usuário
Email Redundancy Check : Setting to verify the email id of the customer in order to ensure that there is no repetition of emails id,"Email Verificação de Redundância: Configuração para verificar o ID de e-mail do cliente, a fim de garantir que não há repetição de e-mails id"
Wheel Display Interval : Setting to fix the number of days after which the wheel will be displayed to the customer.,Roda intervalo de exibição: Configuração para fixar o número de dias após o qual a roda será exibido para o cliente.
Custom CSS and Custom JS : Setting to change  the look and feel of the module as per their need by entering the custom CSS and custom JS code,"Custom CSS e JS Custom: Definição para alterar a aparência do módulo de acordo com sua necessidade, inserindo o CSS personalizado e código personalizado JS"
2-Display setting tab,2-Display guiaConfigurações
Minimum Screen Size : Setting to choose minimum screen size whom you want to display offers.,Tamanho mínimo da tela: Configuração para escolher o tamanho de tela mínima a quem deseja exibir ofertas.
Maximum Display frequency : Setting to select the frequency of the wheel display here,Máxima frequência de exibição: Definir para seleccionar a frequência do visor roda aqui
Where to Display : Setting to select the pages where you want to display the wheel from here,Onde exibir: Configuração para selecionar as páginas em que deseja exibir a roda a partir daqui
"Who to Show : Setting to select the visitors to whom you want to show the spin wheel. You may select ‘All Visitors’, ‘Registered Visitors’, or ‘Guest Visitors’","Quem Mostrar: Configuração para selecionar os visitantes a quem você quer mostrar a roda girar. Você pode selecionar ""Todos os visitantes‘visitantes registados’, ou‘Guest Visitors’"
When to Display : Setting to choose exactly when you want the wheel to be displayed. You can either display it immediately when the customer lands on your site or after some time or when the visitor scrolls down,Quando exibir: Configuração de escolher exatamente quando você quer a roda a ser exibido. Você pode exibi-lo imediatamente quando as terras dos clientes sobre o seu site ou depois de algum tempo ou quando os pergaminhos visitante para baixo
Geo Location :  Setting to select the display offers as per the Geo location of the visitors.,Localização Geográfica: Configuração para selecionar a tela oferece de acordo com a localização geográfica dos visitantes.
3-Look & Feel  setting tab ,3 Aparência e guia configuração
Setting to allow change the look of the wheel as it appears on the site,Configuração para permitir alterar a aparência da roda como aparece no site
4-Wheel setting tab,guiaConfigurações 4-Roda
Setting to change the look and feel of the spin wheel by changing the configuration in the ‘Wheel Setting’ option,"Definição para alterar a aparência da roda rotação, alterando a configuração na opção ‘roda de ajuste’"
5-Slice setting tab,5-Fatia guia configuração
Settings and the text or offers displayed in the different slices of the wheel can be changed from the ‘Slice Setting’ option,Configurações e o texto ou ofertas exibidas nas diferentes fatias da roda pode ser alterado a partir da opção ‘Slice Definir’
6-Email marketing setting tab,guiaConfigurações comercialização 6-mail
The admin can enable or disable MailChimp and Klaviyo option from the ‘Email Marketing’ settings. An email notification will be sent to the customers on the email id as mentioned by them.,O administrador pode ativar ou desativar a opção MailChimp e Klaviyo a partir das definições ‘e-mail marketing’. Uma notificação de e-mail será enviado para os clientes na identificação do email como mencionado por eles.
7-Email tab,guia 7-mail
"Allows the admin to choose the places where he wants to display the coupon. Namely ‘Only on Wheel’, ‘Email Only’, ‘Email & Wheel’","Permite que o administrador escolher os lugares onde ele quer mostrar o cupom. Ou seja, ‘Apenas na roda’, ‘Email Only’, ‘Email & Wheel’"
8-Statistics tab,8 Estatística guia
A complete access to the statistical report of the visitors who spinned the wheel and claimed the coupon generated by the same. The report is generated in both graphical and tabular format.,Um acesso completo ao relatório estatístico dos visitantes que spinned a roda e reivindicaram o cupom gerado pela mesma. O relatório é gerado em formato gráfico e tabular.
Display Image,visor de imagens
Show image in the front end Spin Wheel interface,Mostrar imagem na interface roda rotação front end
Upload your Logo Image,Carregue o seu Logo Imagem
Upload an image to be shown in the front end Spin Wheel interface (Max Size - 2 MB),Carregar uma imagem a ser mostrada na interface roda dianteira final rotação (Max Size - 2 MB)
Required Field,Campo obrigatório
Not a valid email,Não é um email válido
a discount,um desconto
Code copied.,Código copiado.
Website Logo,Logo website
Special bonus unlocked,bônus especial desbloqueado
Hurrah! You've got,Hurrah! Você tem
. Lucky day!,. Dia de sorte!
The coupon code has been sent to you through the email.,O código de cupom foi enviado a você através do e-mail.
Better luck next time!,Mais sorte da próxima vez!
You have a chance to win a nice big fat discount. Are you ready?,Você tem uma chance de ganhar um bom desconto grande de gordura. Você está pronto?
You can spin the wheel only once.,Você pode girar a roda apenas uma vez.
"If you win, you can claim your coupon for 1 day only!","Se você ganhar, você pode reclamar o seu cupom para apenas 1 dia!"
Don't forget to use the discount code at checkout!,Não se esqueça de usar o código de desconto no check-out!
Enter you email,Digite você e-mail
Try your luck,Tenta a tua sorte
Next Time,Próxima vez
"No, I do not feel lucky","Não, eu não me sinto com sorte"
Continue,Continuar
Spin and Win Free,Spin and Win gratuito
