Phone number is invalid.,numéro de téléphone est invalide.
Please enter phone number.,S'il vous plaît entrer le numéro de téléphone.
Phone number cannot be less than # characters.,numéro de téléphone ne peut pas être inférieure à caractères #.
Phone number cannot be greater than # characters.,numéro de téléphone ne peut pas être supérieure à caractères #.
Please enter brand name.,S'il vous plaît entrez le nom de la marque.
Brand name cannot be greater than # characters.,Nom de la marque ne peut pas être supérieure à caractères #.
Brand name cannot be less than # characters.,Nom de la marque ne peut pas être inférieure à caractères #.
Please enter Shimpment.,S'il vous plaît entrer Shimpment.
Shipment cannot be greater than # characters.,Envoi ne peut pas être supérieure à caractères #.
Shipment cannot be less than # characters.,Expédition ne peut pas être inférieur à caractères #.
Invalid IP format.,format IP non valide.
Invalid URL format.,Format d'URL non valide.
Please enter URL.,S'il vous plaît entrer l'URL.
Field should be numeric.,Champ doit être numérique.
Field can have only upto two decimal values.,Le champs ne peut avoir jusqu'à deux valeurs décimales.
Email cannot be greater than # characters.,Email ne peut pas être supérieure à caractères #.
Zip should not have special characters.,Zip ne devrait pas avoir des caractères spéciaux.
SKU should not have special characters.,SKU ne devrait pas avoir des caractères spéciaux.
URL cannot be greater than # characters.,URL ne peut pas être supérieure à caractères #.
Percentage should be in number.,Pourcentage devrait être en nombre.
Percentage should be between 0 and 100.,Pourcentage devrait être compris entre 0 et 100.
Size cannot be greater than # characters.,Taille ne peut pas être supérieure à caractères #.
Size should not have special characters.,Taille ne devrait pas avoir des caractères spéciaux.
UPC should not have special characters.,UPC ne devrait pas avoir des caractères spéciaux.
UPC cannot be greater than # characters.,UPC ne peut pas être supérieure à caractères #.
EAN should not have special characters.,EAN ne devrait pas avoir des caractères spéciaux.
EAN cannot be greater than # characters.,EAN ne peut pas être supérieure à caractères #.
Barcode should not have special characters.,Code-barres ne devrait pas avoir des caractères spéciaux.
Barcode cannot be greater than # characters.,Code-barres ne peut pas être supérieure à caractères #.
Field should be positive.,Terrain devrait être positif.
Color could not be greater than # characters.,Couleur ne pouvait pas être plus grande que les caractères #.
Color is not valid.,La couleur est pas valide.
Special characters are not allowed.,Les caractères spéciaux ne sont pas autorisés.
Script tags are not allowed.,balises de script ne sont pas autorisés.
Style tags are not allowed.,Les balises de style ne sont pas autorisés.
Iframe tags are not allowed.,tags iframe ne sont pas autorisés.
Uploaded file is not an image,fichier téléchargé est pas une image
Uploaded file size must be less than #.,Téléchargé taille du fichier doit être inférieur à #.
Field should not contain HTML tags.,Champ ne doit pas contenir des balises HTML.
You can enter only positive numbers.,Vous pouvez entrer uniquement des nombres positifs.
Invalid comma (#) separated values.,virgule non valide (#) séparé valeurs.
Spin and Win Free version,Spin et Win Version gratuite
v1.0.0,v1.0.0
Current Configuration Scope,Champ d'application de la configuration actuelle
Save Configurations,Configurations Enregistrer
General Settings,réglages généraux
Look and Feel Settings,Look and Feel Settings
Go to Home Page,Aller à la page d'accueil
Home,Accueil
Spin & Win,Spin & Win
Enable the Extension,Activer l'extension
Following features are not avalialble in free version.,Les fonctionnalités suivantes ne sont pas avalialble dans la version gratuite.
Click here ,Cliquez ici
to buy paid version of this module.,pour acheter la version payante de ce module.
1-General setting tab,onglet réglage 1 général
Show Pull out : Setting to allow store owner to provide the option to pull the wheel back on the screen by the user,Afficher Tirer: paramètre pour permettre le propriétaire du magasin de fournir la possibilité de tirer la roue arrière à l'écran par l'utilisateur
Email Redundancy Check : Setting to verify the email id of the customer in order to ensure that there is no repetition of emails id,Email Redundancy Check: Réglage de vérifier l'id e-mail du client afin d'assurer qu'il n'y a pas de répétition id emails
Wheel Display Interval : Setting to fix the number of days after which the wheel will be displayed to the customer.,"Roue Intervalle d'affichage: Réglage de fixer le nombre de jours, après quoi la roue sera affichée au client."
Custom CSS and Custom JS : Setting to change  the look and feel of the module as per their need by entering the custom CSS and custom JS code,CSS personnalisé et personnalisé JS: Configuration pour changer l'apparence du module selon leur besoin en saisissant le CSS personnalisé et le code JS personnalisé
2-Display setting tab,2 Affichage onglet Paramètres
Minimum Screen Size : Setting to choose minimum screen size whom you want to display offers.,Taille de l'écran minimum: Réglage de choisir la taille minimale de l'écran que vous souhaitez afficher des offres.
Maximum Display frequency : Setting to select the frequency of the wheel display here,Fréquence d'affichage maximale: Réglage pour sélectionner la fréquence de l'affichage de la roue ici
Where to Display : Setting to select the pages where you want to display the wheel from here,Où Affichage: Réglage pour sélectionner les pages où vous souhaitez afficher la roue d'ici
"Who to Show : Setting to select the visitors to whom you want to show the spin wheel. You may select ‘All Visitors’, ‘Registered Visitors’, or ‘Guest Visitors’","Qui à afficher: pour choisir les réglages visiteurs à qui vous voulez montrer la roue de rotation. Vous pouvez sélectionner ""Tous les visiteurs de« visiteurs enregistrés, ou de « » Invité"
When to Display : Setting to choose exactly when you want the wheel to be displayed. You can either display it immediately when the customer lands on your site or after some time or when the visitor scrolls down,Quand afficher: Réglage de choisir exactement quand vous voulez la roue à afficher. Vous pouvez l'afficher immédiatement lorsque les terres des clients sur votre site ou après un certain temps ou lorsque les rouleaux de visiteurs vers le bas
Geo Location :  Setting to select the display offers as per the Geo location of the visitors.,Emplacement géographique: Réglage pour sélectionner l'affichage offre selon l'emplacement géographique des visiteurs.
3-Look & Feel  setting tab ,3-Look & Feel onglet réglage
Setting to allow change the look of the wheel as it appears on the site,Pour permettre la mise en changer l'apparence de la roue tel qu'il apparaît sur le site
4-Wheel setting tab,onglet de réglage 4 roues
Setting to change the look and feel of the spin wheel by changing the configuration in the ‘Wheel Setting’ option,Configuration pour changer l'apparence de la roue de rotation en changeant la configuration dans l'option « molette de réglage »
5-Slice setting tab,onglet réglage 5 tranches
Settings and the text or offers displayed in the different slices of the wheel can be changed from the ‘Slice Setting’ option,Paramètres et le texte ou les offres affichées dans les différentes tranches de la roue peuvent être modifiés de l'option « Tranche réglage »
6-Email marketing setting tab,6 Email onglet Paramètres marketing
The admin can enable or disable MailChimp and Klaviyo option from the ‘Email Marketing’ settings. An email notification will be sent to the customers on the email id as mentioned by them.,L'administrateur peut activer ou désactiver l'option MailChimp et Klaviyo des paramètres « Email Marketing ». Une notification par e-mail sera envoyé aux clients sur l'ID de courrier électronique comme mentionné par eux.
7-Email tab,onglet 7 Email
"Allows the admin to choose the places where he wants to display the coupon. Namely ‘Only on Wheel’, ‘Email Only’, ‘Email & Wheel’","Permet à l'administrateur de choisir les lieux où il veut afficher le coupon. À savoir « Seulement sur roues », « Email Only », « Email & Wheel »"
8-Statistics tab,8 Onglet Statistiques
A complete access to the statistical report of the visitors who spinned the wheel and claimed the coupon generated by the same. The report is generated in both graphical and tabular format.,Un accès complet au rapport statistique des visiteurs qui filée la roue et a réclamé le coupon généré par le même. Le rapport est généré sous forme de graphiques et de tableaux.
Display Image,Afficher l'image
Show image in the front end Spin Wheel interface,Afficher l'image à l'avant Spin interface roue
Upload your Logo Image,Téléchargez votre logo image
Upload an image to be shown in the front end Spin Wheel interface (Max Size - 2 MB),Ajouter une image à afficher dans l'interface Faites tourner la roue d'extrémité avant (Taille max - 2 Mo)
Required Field,Champs requis
Not a valid email,Pas un email valide
a discount,un rabais
Code copied.,Code copié.
Website Logo,site Web Logo
Special bonus unlocked,Bonus spécial déverrouillé
Hurrah! You've got,Hourra! Tu as
. Lucky day!,. Jour de chance!
The coupon code has been sent to you through the email.,Le code promo vous a été envoyé par courrier électronique.
Better luck next time!,Plus de chance la prochaine fois!
You have a chance to win a nice big fat discount. Are you ready?,Vous avez une chance de gagner une belle grande remise en gras. Es-tu prêt?
You can spin the wheel only once.,Vous pouvez faire tourner la roue une seule fois.
"If you win, you can claim your coupon for 1 day only!","Si vous gagnez, vous pouvez demander votre coupon pour 1 jour seulement!"
Don't forget to use the discount code at checkout!,Ne pas oublier d'utiliser le code de réduction à la caisse!
Enter you email,Présentez-vous email
Try your luck,Tente ta chance
Next Time,La prochaine fois
"No, I do not feel lucky","Non, je ne me sens pas la chance"
Continue,Continuer
Spin and Win Free,Spin et Win gratuit
