Date & Time should be greater than current date time.,Datum & Zeit sollte größer sein als die aktuelle Datum Zeit sein.
Please enter First name.,Bitte geben Sie Vorname.
First name cannot be greater than # characters.,Vorname kann nicht größer sein als # Zeichen.
First name cannot be less than # characters.,Vorname darf nicht weniger als # Zeichen.
Please enter middle name.,Bitte geben Sie mittlere Namen.
Middle name cannot be greater than # characters.,Mittelname kann nicht größer sein als # Zeichen.
Middle name cannot be less than # characters.,Mittelname darf nicht weniger als # Zeichen.
Only alphabets are allowed.,Nur Buchstaben sind erlaubt.
Please enter Last name.,Bitte geben Sie Nachname.
Last name cannot be greater than # characters.,Nachname kann als # Zeichen nicht größer sein.
Last name cannot be less than # characters.,Nachname kann nicht kleiner sein als # Zeichen.
Field should be alphanumeric.,Feld sollte alphanumerisch sein.
Please enter Password.,Bitte Passwort eingeben.
Password cannot be greater than # characters.,Das Passwort darf nicht größer sein als # Zeichen.
Password cannot be less than # characters.,Das Passwort darf nicht weniger als # Zeichen.
Password should contain atleast 1 special character.,Passwort sollte atleast 1 Sonderzeichen enthalten.
Password should contain alphabets.,Passwort sollte Alphabete enthalten.
Password should contain atleast 1 capital letter.,Passwort sollte atleast 1 Großbuchstaben enthalten.
Password should contain atleast 1 small letter.,Passwort sollte atleast 1 kleine Buchstaben enthalten.
Password should contain atleast 1 digit.,Passwort sollte atleast 1 Ziffer enthalten.
Field cannot be empty.,Feld kann nicht leer sein.
You can enter only numbers.,Sie können nur Nummern eingeben.
Number should be greater than 0.,Zahl sollte größer als 0 sein.
Field cannot be greater than # characters.,Feld kann nicht größer sein als # Zeichen.
Field cannot be less than # character(s).,Feld kann nicht kleiner sein als Zeichen # (s).
Please enter Email.,Bitte geben Sie E-Mail.
Please enter a valid Email.,Bitte geben Sie eine gültige Email-Adresse ein.
Please enter country name.,Bitte geben Sie Ländernamen.
Country cannot be greater than # characters.,Land kann nicht größer sein als # Zeichen.
Country cannot be less than # characters.,Land kann nicht weniger als # Zeichen.
Please enter city name.,Bitte geben Sie Ortsnamen ein.
City cannot be greater than # characters.,Stadt kann nicht größer sein als # Zeichen.
City cannot be less than # characters.,Stadt kann nicht weniger als # Zeichen.
Please enter state name.,Bitte geben Sie Zustandsnamen.
State cannot be greater than # characters.,Staat kann nicht größer sein als # Zeichen.
State cannot be less than # characters.,Staat kann nicht weniger als # Zeichen.
Please enter product name.,Bitte geben Sie Produktnamen.
Product cannot be greater than # characters.,Das Produkt kann nicht größer sein als # Zeichen.
Product cannot be less than # characters.,Das Produkt kann nicht weniger als # Zeichen.
Please enter category name.,Bitte geben Sie Kategorienamen.
Category cannot be greater than # characters.,Kategorie kann nicht größer sein als # Zeichen.
Category cannot be less than # characters.,Kategorie kann nicht weniger als # Zeichen.
Please enter zip code.,Bitte Postleitzahl eingeben.
Zip cannot be greater than # characters.,Zip kann nicht größer sein als # Zeichen.
Zip cannot be less than # characters.,Zip kann nicht weniger als # Zeichen.
Please enter Username.,Bitte geben sie einen Benutzernamen ein.
Username cannot be greater than # characters.,Benutzername kann nicht größer sein als # Zeichen.
Username cannot be less than # characters.,Benutzername darf nicht weniger als # Zeichen.
Invalid date format.,Ungültiges Datumsformat.
SKU cannot be greater than # characters.,sein SKU kann nicht größer als # Zeichen.
SKU cannot be less than # characters.,SKU kann als # Zeichen nicht unterschreiten.
Invalid SKU format.,Ungültige SKU-Format.
Please enter SKU.,Bitte geben Sie SKU.
Number is not in the valid range. It should be betwen # and %,Anzahl ist nicht im gültigen Bereich. Es sollte betwen # und% sein
Please enter address.,Bitte geben Sie Adresse.
Address cannot be less than # characters.,Adresse kann nicht weniger als # Zeichen.
Address cannot be greater than # characters.,Adresse kann nicht größer sein als # Zeichen.
Please enter company name.,Bitte geben Sie Firmennamen.
Company name cannot be less than # characters.,Firmenname darf nicht weniger als # Zeichen.
Company name cannot be greater than # characters.,Firmenname kann nicht größer sein als # Zeichen.
Phone number is invalid.,Die Telefonnummer ist ungültig.
Please enter phone number.,Bitte geben Sie die Telefonnummer.
Phone number cannot be less than # characters.,Telefonnummer darf nicht weniger als # Zeichen.
Phone number cannot be greater than # characters.,Die Telefonnummer darf nicht größer sein als # Zeichen.
Please enter brand name.,Bitte geben Sie Markennamen.
Brand name cannot be greater than # characters.,Markenname kann nicht größer sein als # Zeichen.
Brand name cannot be less than # characters.,Markenname darf nicht weniger als # Zeichen.
Please enter Shimpment.,Bitte geben Sie Shimpment.
Shipment cannot be greater than # characters.,Die Lieferung kann nicht größer sein als # Zeichen.
Shipment cannot be less than # characters.,Die Lieferung kann nicht weniger als # Zeichen.
Invalid IP format.,Ungültige IP-Format.
Invalid URL format.,Ungültige URL-Format.
Please enter URL.,Bitte geben Sie die URL.
Field should be numeric.,Feld sollte numerisch sein.
Field can have only upto two decimal values.,Feld kann nur bis zu zwei Dezimalwerte haben.
Email cannot be greater than # characters.,E-Mail kann nicht größer sein als # Zeichen.
Zip should not have special characters.,Zip sollte keine Sonderzeichen haben.
SKU should not have special characters.,SKU sollte keine Sonderzeichen haben.
URL cannot be greater than # characters.,URL kann nicht größer sein als # Zeichen.
Percentage should be in number.,Prozentsatz sollte in Zahl sein.
Percentage should be between 0 and 100.,Prozentsatz sollte zwischen 0 und 100 liegen.
Size cannot be greater than # characters.,Größe kann nicht größer sein als # Zeichen.
Size should not have special characters.,Größe sollte nicht haben Sonderzeichen.
UPC should not have special characters.,UPC sollte keine Sonderzeichen haben.
UPC cannot be greater than # characters.,UPC kann nicht größer sein als # Zeichen.
EAN should not have special characters.,EAN sollte keine Sonderzeichen haben.
EAN cannot be greater than # characters.,EAN kann nicht größer sein als # Zeichen.
Barcode should not have special characters.,Barcode sollte keine Sonderzeichen haben.
Barcode cannot be greater than # characters.,Barcode kann nicht größer sein als # Zeichen.
Field should be positive.,Feld sollte positiv sein.
Color could not be greater than # characters.,Farbe könnte nicht größer sein als # Zeichen.
Color is not valid.,Die Farbe ist nicht gültig.
Special characters are not allowed.,Sonderzeichen sind nicht erlaubt.
Script tags are not allowed.,Script-Tags sind nicht erlaubt.
Style tags are not allowed.,Style-Tags sind nicht erlaubt.
Iframe tags are not allowed.,Iframe-Tags sind nicht erlaubt.
Uploaded file is not an image,Die hochgeladene Datei ist kein Bild
Uploaded file size must be less than #.,Uploaded Dateigröße muss als # weniger sein.
Field should not contain HTML tags.,Feld sollte keine HTML-Tags enthalten.
You can enter only positive numbers.,Sie können nur positive Zahlen eingeben.
Invalid comma (#) separated values.,Ungültige Komma (#) getrennte Werte.
Spin and Win Free version,Spin and Win Free-Version
v1.0.0,v1.0.0
Current Configuration Scope,Aktuelle Konfiguration Scope
Save Configurations,Konfigurationen speichern
General Settings,Allgemeine Einstellungen
Look and Feel Settings,Look and Feel Einstellungen
Go to Home Page,Zurück zur Homepage
Home,Zuhause
Spin & Win,Spin & Win
Enable the Extension,Aktivieren Sie die Erweiterung
Following features are not avalialble in free version.,Folgende Features avalialble sind nicht in der kostenlosen Version.
Click here ,Klick hier
to buy paid version of this module.,Paid-Version dieses Moduls zu kaufen.
1-General setting tab,1-Allgemeine Einstellungen auf der Registerkarte
Show Pull out : Setting to allow store owner to provide the option to pull the wheel back on the screen by the user,"Show herausziehen: Einstellung Ladenbesitzer zu ermöglichen, die Möglichkeit zu schaffen, um das Rad wieder auf dem Bildschirm durch den Benutzer zu ziehen"
Email Redundancy Check : Setting to verify the email id of the customer in order to ensure that there is no repetition of emails id,"E-Mail Redundancy Check: Einstellen der E-Mail-ID des Kunden, um zu überprüfen, um sicherzustellen, dass es keine Wiederholung von E-Mail id"
Wheel Display Interval : Setting to fix the number of days after which the wheel will be displayed to the customer.,"Rad Anzeigeintervall: Einstellen der Anzahl der Tage zu beheben, nach dem das Rad an den Kunden angezeigt wird."
Custom CSS and Custom JS : Setting to change  the look and feel of the module as per their need by entering the custom CSS and custom JS code,Benutzerdefinierte CSS und benutzerdefinierte JS: Einstellung um das Aussehen und das Gefühl des Moduls gemäß ihrem Bedarf durch den CSS individuelle Eingabe und benutzerdefinierten JS-Code
2-Display setting tab,2-Display-Einstellungen auf der Registerkarte
Minimum Screen Size : Setting to choose minimum screen size whom you want to display offers.,"Minimale Bildschirmgröße: Einstellung Mindestbildschirmgröße zu wählen, wen Sie wollen Angebote anzuzeigen."
Maximum Display frequency : Setting to select the frequency of the wheel display here,Maximale Anzeigefrequenz: Einstellen der Frequenz des Rades Anzeige hier auswählen
Where to Display : Setting to select the pages where you want to display the wheel from here,"Wo Anzeige: Einstellung der Seiten auswählen, in dem Sie das Rad angezeigt werden soll von hier"
"Who to Show : Setting to select the visitors to whom you want to show the spin wheel. You may select ‘All Visitors’, ‘Registered Visitors’, or ‘Guest Visitors’","Wer zu zeigen: Einstellung der Besucher zu wählen, die Sie wollen das Spinnrad zeigen. Sie können sich ‚Alle Besucher‘, ‚Registrierte Besucher‘ oder ""Gast Besucher"
When to Display : Setting to choose exactly when you want the wheel to be displayed. You can either display it immediately when the customer lands on your site or after some time or when the visitor scrolls down,"Wenn zur Anzeige: Einstellung genau wählen, wenn Sie das Rad angezeigt werden sollen. Sie können entweder sofort angezeigt werden, wenn der Kunde landet auf Ihrer Website oder nach einiger Zeit oder wenn die Besucher nach unten scrollt"
Geo Location :  Setting to select the display offers as per the Geo location of the visitors.,Geo Location: Einstellen die Anzeige auszuwählen bietet gemäß dem Geo-Standort des Besuchers.
3-Look & Feel  setting tab ,3-Look & Feel Registerkarte Einstellung
Setting to allow change the look of the wheel as it appears on the site,"Einstellung zu ermöglichen, das Aussehen des Rades zu ändern, wie es auf der Website erscheint"
4-Wheel setting tab,4-Rad-Einstellung tab
Setting to change the look and feel of the spin wheel by changing the configuration in the ‘Wheel Setting’ option,Einstellen des Blick zu ändern und das Gefühl des Spin-Rades durch die Konfiguration im ‚Rad-Setting‘ Option zu ändern
5-Slice setting tab,5-Slice-Einstellung Registerkarte
Settings and the text or offers displayed in the different slices of the wheel can be changed from the ‘Slice Setting’ option,"Einstellungen und der Text oder die Angebote in den verschiedenen Scheiben des Rades angezeigt wird, können von dem ‚Slice einstellen‘ -Option geändert werden"
6-Email marketing setting tab,6-E-Mail-Marketing-Einstellung Registerkarte
The admin can enable or disable MailChimp and Klaviyo option from the ‘Email Marketing’ settings. An email notification will be sent to the customers on the email id as mentioned by them.,"Der Administrator kann MailChimp und Klaviyo Option aus dem ‚E-Mail-Marketing‘ Einstellungen aktivieren oder deaktivieren. Eine E-Mail-Benachrichtigung wird an den Kunden über die E-Mail-ID, indem sie wie erwähnt gesendet werden."
7-Email tab,7-Registerkarte E-Mail
"Allows the admin to choose the places where he wants to display the coupon. Namely ‘Only on Wheel’, ‘Email Only’, ‘Email & Wheel’","Ermöglicht es dem Administrator, die Orte zu wählen, wo er will, um den Gutschein angezeigt werden soll. Nämlich ‚nur auf Rad‘, ‚E-Mail-Only‘, ‚E-Mail & Rad‘"
8-Statistics tab,8-Registerkarte Statistik
A complete access to the statistical report of the visitors who spinned the wheel and claimed the coupon generated by the same. The report is generated in both graphical and tabular format.,"Ein vollständiger Zugriff auf den statistischen Bericht der Besucher, die das Rad spinned und behaupteten, die von den gleichen erzeugten Coupon. Der Bericht wird sowohl grafisch als auch tabellarisch erzeugt."
Display Image,Bild anzeigen
Show image in the front end Spin Wheel interface,Bild in der vorderen Ende Spin-Rad-Schnittstelle
Upload your Logo Image,Laden Sie Ihr Logo Bild
Upload an image to be shown in the front end Spin Wheel interface (Max Size - 2 MB),ein Bild hochladen im Frontend Spin-Rad-Schnittstelle (Max Größe - 2 MB) gezeigt werden
Required Field,Pflichtfeld
Not a valid email,Keine gültige E-Mail
a discount,ein Rabatt
Code copied.,Code kopiert.
Website Logo,Webseite Logo
Special bonus unlocked,Sonderbonus entriegelt
Hurrah! You've got,Hurra! Du hast
. Lucky day!,. Glückstag!
The coupon code has been sent to you through the email.,Der Gutscheincode wurde Ihnen durch die E-Mail gesendet.
Better luck next time!,Mehr Glück beim nächsten Mal!
You have a chance to win a nice big fat discount. Are you ready?,"Sie haben eine Chance, einen schönen großen fetten Rabatt zu gewinnen. Sind Sie bereit?"
You can spin the wheel only once.,Sie können das Rad nur einmal drehen.
"If you win, you can claim your coupon for 1 day only!","Wenn Sie gewinnen, können Sie Ihren Gutschein für 1 Tag nur behaupten!"
Don't forget to use the discount code at checkout!,"Vergessen Sie nicht, den Rabatt-Code an der Kasse zu verwenden!"
Enter you email,Geben Sie Sie email an
Try your luck,Versuch dein Glück
Next Time,Nächstes Mal
"No, I do not feel lucky","Nein, ich habe nicht das Gefühl, das Glück"
Continue,Fortsetzen
Spin and Win Free,Spin and Win Kostenlos
