Special characters are not allowed.,I caratteri speciali non sono ammessi.
Script tags are not allowed.,tag di script non sono ammessi.
Style tags are not allowed.,tag di stile non sono ammessi.
Iframe tags are not allowed.,tag iframe non sono ammessi.
Uploaded file is not an image,Il file caricato non è un'immagine
Uploaded file size must be less than #.,dimensione del file caricato deve essere inferiore a #.
Field should not contain HTML tags.,Il campo non deve contenere tag HTML.
You can enter only positive numbers.,È possibile inserire solo numeri positivi.
Invalid comma (#) separated values.,virgola non valido (#) valori separati.
Spin and Win Free version,Spin and Win Versione gratuita
v1.0.0,v1.0.0
Current Configuration Scope,Attuale ambito di configurazione
Save Configurations,Salva Configurazioni
General Settings,impostazioni generali
Look and Feel Settings,Look and Feel Impostazioni
Go to Home Page,Vai alla pagina principale
Home,Casa
Spin & Win,Spin & Win
Enable the Extension,Abilitare l'estensione
Following features are not avalialble in free version.,Seguenti funzioni non sono avalialble nella versione gratuita.
Click here ,Clicca qui
to buy paid version of this module.,di acquistare la versione a pagamento di questo modulo.
1-General setting tab,1-Generali scheda impostazione
Show Pull out : Setting to allow store owner to provide the option to pull the wheel back on the screen by the user,Mostra Estrarre: impostazione per consentire proprietario di un negozio di fornire la possibilità di tirare la ruota posteriore sullo schermo da parte dell'utente
Email Redundancy Check : Setting to verify the email id of the customer in order to ensure that there is no repetition of emails id,Email Redundancy Check: Impostazione per verificare l'id di posta elettronica del cliente al fine di garantire che non v'è alcuna ripetizione di messaggi di posta elettronica id
Wheel Display Interval : Setting to fix the number of days after which the wheel will be displayed to the customer.,Rotella display Intervallo: Impostazione per fissare il numero di giorni dopo i quali la ruota sarà visualizzato al cliente.
Custom CSS and Custom JS : Setting to change  the look and feel of the module as per their need by entering the custom CSS and custom JS code,CSS personalizzato e JS personalizzato: impostazione per modificare l'aspetto grafico del modulo come per le loro necessità inserendo il CSS personalizzato e su misura del codice JS
2-Display setting tab,scheda impostazione 2-Display
Minimum Screen Size : Setting to choose minimum screen size whom you want to display offers.,Schermo Dimensione minima: Impostazione per scegliere la taglia minima dello schermo cui si desidera visualizzare le offerte.
Maximum Display frequency : Setting to select the frequency of the wheel display here,Frequenza massima di visualizzazione: impostazione per selezionare la frequenza del display ruota di qui
Where to Display : Setting to select the pages where you want to display the wheel from here,Dove DISPLAY: Impostazione per selezionare le pagine in cui si desidera visualizzare la ruota da qui
"Who to Show : Setting to select the visitors to whom you want to show the spin wheel. You may select ‘All Visitors’, ‘Registered Visitors’, or ‘Guest Visitors’","A chi Mostra: Impostazione per selezionare i visitatori ai quali si desidera mostrare la ruota di spin. È possibile selezionare ‘tutti i visitatori’ ‘visitatori registrati’, o 'Guest visitatori"
When to Display : Setting to choose exactly when you want the wheel to be displayed. You can either display it immediately when the customer lands on your site or after some time or when the visitor scrolls down,Quando visualizzare: Impostazione di scegliere esattamente quando si desidera la ruota da visualizzare. È possibile visualizzarlo immediatamente quando le terre dei clienti sul tuo sito o dopo un certo tempo o quando i rotoli visitatori verso il basso
Geo Location :  Setting to select the display offers as per the Geo location of the visitors.,Posizione geografica: Impostazione per selezionare il display offre come per la posizione Geo dei visitatori.
3-Look & Feel  setting tab ,3-Look & Feel scheda impostazione
Setting to allow change the look of the wheel as it appears on the site,Impostazione per consentire cambiare il look della ruota come appare sul sito
4-Wheel setting tab,scheda impostazione 4-Wheel
Setting to change the look and feel of the spin wheel by changing the configuration in the ‘Wheel Setting’ option,Impostazione per modificare l'aspetto grafico della ruota di spin modificando la configurazione nell'opzione ‘impostazione del tasto’
5-Slice setting tab,5-Slice scheda impostazione
Settings and the text or offers displayed in the different slices of the wheel can be changed from the ‘Slice Setting’ option,Impostazioni e il testo o offerte in essere nelle diverse sezioni della ruota possono essere cambiati dal ‘impostazione Slice’ opzione
6-Email marketing setting tab,scheda impostazione di marketing 6-mail
The admin can enable or disable MailChimp and Klaviyo option from the ‘Email Marketing’ settings. An email notification will be sent to the customers on the email id as mentioned by them.,L'amministratore può abilitare o disabilitare l'opzione MailChimp e Klaviyo dalle impostazioni 'e-mail marketing. Un'email di notifica verrà inviata ai clienti per l'id-mail come detto da loro.
7-Email tab,Scheda 7-mail
"Allows the admin to choose the places where he wants to display the coupon. Namely ‘Only on Wheel’, ‘Email Only’, ‘Email & Wheel’","Permette all'amministratore di scegliere i luoghi in cui si vuole visualizzare il coupon. Vale a dire ‘Solo su ruote’, ‘E-mail Solo’, ‘E-mail & Wheel’"
8-Statistics tab,8-scheda Statistiche
A complete access to the statistical report of the visitors who spinned the wheel and claimed the coupon generated by the same. The report is generated in both graphical and tabular format.,Un accesso completo al rapporto statistico dei visitatori che spinned la ruota e ha sostenuto il coupon generato dallo stesso. Il report viene generato sia in formato grafica e tabellare.
Display Image,Visualizza immagine
Show image in the front end Spin Wheel interface,Mostra l'immagine nell'interfaccia Wheel Spin front-end
Upload your Logo Image,Carica il tuo logo Immagine
Upload an image to be shown in the front end Spin Wheel interface (Max Size - 2 MB),Carica un'immagine da visualizzare nell'interfaccia ruota anteriore end Spin (Max Size - 2 MB)
Required Field,Campo obbligatorio
Not a valid email,Non è un indirizzo email valido
a discount,uno sconto
Code copied.,Codice copiato.
Website Logo,Sito web Logo
Special bonus unlocked,Bonus speciale sbloccato
Hurrah! You've got,Evviva! Hai
. Lucky day!,. Giorno fortunato!
The coupon code has been sent to you through the email.,Il codice promozionale è stato inviato a voi attraverso l'e-mail.
Better luck next time!,La prossima volta sarai più fortunato!
You have a chance to win a nice big fat discount. Are you ready?,Hai la possibilità di vincere un bello sconto grosso grasso. Siete pronti?
You can spin the wheel only once.,È possibile girare la ruota una sola volta.
"If you win, you can claim your coupon for 1 day only!","Se si vince, si può richiedere il coupon per 1 solo giorno!"
Don't forget to use the discount code at checkout!,Non dimenticare di usare il codice sconto alla cassa!
Enter you email,Entrili email
Try your luck,Tenta la fortuna
Next Time,La prossima volta
"No, I do not feel lucky","No, non mi sento fortunato"
Continue,Continua
Spin and Win Free,Spin and Win gratis
